 PATAMAR DE DEFICIT
 NUMERO DE PATAMARES DE DEFICIT
 XXX
   1
 CUSTO DO DEFICIT
 NUM|NOME SSIS.|    CUSTO DE DEFICIT POR PATAMAR  | P.U. CORTE POR PATAMAR|
 XXX|XXXXXXXXXX| F|XXXX.XX XXXX.XX XXXX.XX XXXX.XX|X.XXX X.XXX X.XXX X.XXX|
 1   SUDESTE     0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 2   SUL         0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 3   NORDESTE    0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 4   NORTE       0 8103.95 0000.00 0000.00 0000.00 1.000 0.000 0.000 0.000
 11  NOFICT1     1
 999
 LIMITES DE INTERCAMBIO
 A   B   A->B    B->A
 XXX XXX XJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
2024     6400.   6400.   6400.   6400.   6400.   6739.   6743.   6741.   6747.   6749.   6750.   6751.
2025     6753.   6754.   6748.   6744.   6740.   6739.   6743.   6740.   6749.   6749.   6750.   6753.
2026     6751.   6751.   6753.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.
2027     7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.   7000.
  
2023                                                     7800.   7800.   7800.   7800.   7800.   7800.
2024     7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.
2025     7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.
2026     7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.
2027     7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.   7800.
   4  11               0
2023                                                    99999.  99999.  99999.  99999.  99999.  99999.
2024    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2025    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2026    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2027    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
  
2023                                                    99999.  99999.  99999.  99999.  99999.  99999.
2024    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2025    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2026    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
2027    99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.  99999.
   1   3               0
2023                                                     4700.   4700.   4700.   4700.   4700.   4700.
2024     4700.   4700.   4700.   4700.   4700.   6000.   6000.   6000.   6000.   6000.   6000.   6000.
2025     6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.
2026     6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.
2027     6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.   6000.
  
2023                                                     6541.   7200.   7200.   7200.   7200.   7200.
2024     7200.   7200.   7200.   7200.   7200.   7978.   7987.   7983.   7993.   7999.   8000.   8002.
2025     8006.   8007.   7997.   7989.   7979.   7978.   7987.   7979.   7998.   7999.   8000.   8006.
2026     8002.   8002.   8006.   9044.   9040.   9038.   9036.   9038.   9043.   9044.   9047.   9046.
2027     9048.   9047.   9046.   9043.   9040.   9036.   9037.   9037.   9043.   9645.   9647.   9646.
   1   4               0
2023                                                     4200.   4200.   4200.   4200.   4200.   4200.
2024     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.
2025     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.
2026     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.
2027     4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.   4200.
  
2023                                                     6203.   5646.   5611.   5613.   6625.   7621.
2024     8000.   8000.   8000.   8000.   8000.   8000.   6608.   5604.   5617.   5624.   6625.   7627.
2025     8000.   8000.   8000.   8000.   8000.   8000.   6608.   5599.   5622.   5624.   6625.   7633.
2026     8000.   8000.   8000.   8000.   8000.   8000.   6608.   5599.   5617.   5613.   6625.   7633.
2027     8000.   8000.   8000.   8000.   8000.   8000.   6604.   5604.   5617.   5608.   6625.   7639.
 999
 MERCADO DE ENERGIA TOTAL
 XXX
       XXXJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
   1
2023                                                    38317.  39149.  40686.  41695.  41036.  41014.
2024    44089.  44413.  44127.  42879.  40611.  39772.  39423.  40306.  41737.  42773.  42097.  42074.
2025    45414.  46270.  44981.  44167.  41831.  40999.  40639.  41539.  42991.  44058.  43361.  43338.
2026    46791.  47135.  46832.  45507.  43099.  42242.  41871.  42799.  44295.  45394.  44677.  44653.
2027    48260.  48614.  48302.  46935.  44452.  43568.  43186.  44142.  45686.  46819.  46079.  46054.
POS     48260.  48614.  48302.  46935.  44452.  43568.  43186.  44142.  45686.  46819.  46079.  46054.
   2
2023                                                    11488.  11435.  11701.  12022.  12363.  12590.
2024    13910.  14169.  13535.  12915.  12141.  12234.  12213.  12216.  12144.  12478.  12831.  13066.
2025    14365.  14849.  13784.  13338.  12539.  12644.  12636.  12626.  12542.  12886.  13251.  13494.
2026    14864.  15141.  14464.  13801.  12974.  13083.  13074.  13065.  12977.  13333.  13711.  13963.
2027    15381.  15668.  14967.  14281.  13426.  13539.  13530.  13520.  13429.  13798.  14189.  14449.
POS     15381.  15668.  14967.  14281.  13426.  13539.  13530.  13520.  13429.  13798.  14189.  14449.
   3
2023                                                    11119.  11480.  11370.  11956.  12167.  12046.
2024    12367.  12242.  12214.  12022.  11893.  11394.  11154.  11484.  11781.  12389.  12608.  12482.
2025    12811.  12657.  12546.  12454.  12321.  11805.  11558.  11897.  12205.  12833.  13060.  12930.
2026    13339.  13204.  13173.  12967.  12828.  12290.  12033.  12386.  12707.  13362.  13598.  13463.
2027    13831.  13692.  13660.  13445.  13301.  12743.  12477.  12843.  13176.  13855.  14100.  13960.
POS     13831.  13692.  13660.  13445.  13301.  12743.  12477.  12843.  13176.  13855.  14100.  13960.
   4
2023                                                     7037.   7054.   7221.   7196.   7210.   7002.
2024     6928.   7053.   7158.   7119.   7167.   7068.   6968.   7243.   7360.   7350.   7346.   7120.
2025     7090.   7270.   7270.   7285.   7334.   7233.   7130.   7413.   7533.   7519.   7515.   7284.
2026     7322.   7454.   7566.   7525.   7576.   7470.   7364.   7656.   7781.   7770.   7766.   7526.
2027     7529.   7665.   7782.   7738.   7792.   7682.   7573.   7874.   8004.   7991.   7987.   7741.
POS      7529.   7665.   7782.   7738.   7792.   7682.   7573.   7874.   8004.   7991.   7987.   7741.
 999
 GERACAO DE USINAS NAO SIMULADAS
 XXX  XBL  XXXXXXXXXXXXXXXXXXXX  XTE
       XXXJAN. XXXFEV. XXXMAR. XXXABR. XXXMAI. XXXJUN. XXXJUL. XXXAGO. XXXSET. XXXOUT. XXXNOV. XXXDEZ.
   1    1  PCH
2023                                                     1585.   1454.   1347.   1641.   2146.   2642.
2024     2723.   3007.   3034.   2710.   2235.   1882.   1600.   1462.   1359.   1651.   2157.   2665.
2025     2755.   3042.   3068.   2740.   2261.   1905.   1617.   1475.   1369.   1670.   2188.   2697.
2026     2780.   3069.   3100.   2769.   2285.   1934.   1640.   1496.   1387.   1684.   2201.   2710.
2027     2817.   3110.   3137.   2803.   2314.   1953.   1654.   1511.   1406.   1705.   2230.   2746.
   1    2  PCT
2023                                                     4568.   4378.   4150.   3713.   2897.   1419.
2024      879.    936.   1340.   2905.   4053.   4411.   4832.   4665.   4400.   3904.   3052.   1497.
2025      925.    987.   1420.   3100.   4324.   4721.   4961.   4762.   4486.   3984.   3118.   1521.
2026      942.   1000.   1436.   3133.   4372.   4752.   5028.   4828.   4551.   4043.   3166.   1545.
2027      950.   1013.   1453.   3165.   4417.   4799.   5050.   4846.   4571.   4062.   3182.   1553.
   1    3  EOL
2023                                                        5.      8.      9.      9.      7.      8.
2024       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
2025       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
2026       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
2027       10.      6.      5.      3.      3.      4.      5.      8.      9.      9.      7.      8.
   1    4  UFV
2023                                                      809.    829.    973.    985.    950.    935.
2024     1062.    992.   1085.   1086.   1083.   1049.   1246.   1393.   1567.   1581.   1527.   1477.
2025     1791.   1850.   2027.   1974.   1973.   1891.   2141.   2187.   2446.   2595.   2493.   2453.
2026     2825.   2615.   2901.   2695.   2509.   2389.   2629.   2829.   3628.   3948.   5023.   4883.
2027     5512.   5133.   5535.   5172.   4744.   4542.   4832.   4837.   5298.   5314.   5177.   5058.
   1    5  PCH MMGD
2023                                                     26.11   22.38   23.68   23.68   31.35   39.01
2024     39.01   39.71   41.79   41.79   37.62   34.13   29.26   25.08   23.68   23.68   31.35   39.01
2025     39.01   39.71   41.79   41.79   37.62   34.13   29.26   25.08   23.68   23.68   31.35   39.01
2026     39.01   39.71   41.79   41.79   37.62   34.13   29.26   25.08   23.68   23.68   31.35   39.01
2027     39.01   39.71   41.79   41.79   37.62   34.13   29.26   25.08   23.68   23.68   31.35   39.01
   1    6  PCT MMGD
2023                                                      71.8    71.8    71.1    71.1    71.1    71.1
2024      71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1
2025      71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1
2026      71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1
2027      71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1    71.1
   1    7  EOL MMGD
2023                                                      0.04    0.05    0.05    0.04    0.04    0.04
2024      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
2025      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
2026      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
2027      0.04    0.04    0.04    0.03    0.04    0.04    0.04    0.05    0.05    0.04    0.04    0.04
   1    8  UFV MMGD
2023                                                    1602.3  1821.6  1554.9  1527.0  1454.4  1508.9
2024    1492.5  1611.8  1530.9  1544.0  1436.4  1412.8  1457.2  1657.8  1554.9  1526.9  1454.4  1508.9
2025    1492.5  1611.8  1530.9  1544.0  1436.4  1412.8  1457.2  1657.9  1554.9  1526.9  1454.4  1508.9
2026    1492.5  1611.8  1530.9  1544.0  1436.4  1412.7  1457.2  1657.9  1554.9  1527.0  1454.4  1508.9
2027    1492.5  1611.8  1530.9  1543.9  1436.4  1412.7  1457.2  1657.8  1554.9  1527.0  1454.4  1508.9
   2    1  PCH
2023                                                     1033.    939.    976.   1216.    973.    834.
2024      930.    836.    847.    873.    948.   1243.   1062.    964.   1004.   1245.    997.    861.
2025      975.    881.    892.    920.    999.   1324.   1115.   1012.   1060.   1317.   1061.    911.
2026     1040.    936.    948.    968.   1050.   1381.   1163.   1055.   1097.   1359.   1092.    939.
2027     1062.    956.    969.    990.   1072.   1405.   1183.   1074.   1116.   1381.   1111.    956.
   2    2  PCT
2023                                                      567.    594.    571.    522.    539.    413.
2024      373.    393.    442.    549.    576.    561.    567.    595.    571.    522.    539.    413.
2025      373.    392.    442.    550.    576.    561.    567.    595.    570.    524.    540.    414.
2026      374.    394.    443.    551.    578.    563.    569.    596.    572.    524.    540.    414.
2027      374.    394.    443.    551.    578.    563.    569.    596.    572.    524.    540.    414.
   2    3  EOL
2023                                                      736.    715.    789.    792.    797.    722.
2024      657.    596.    592.    623.    647.    689.    735.    716.    789.    833.    837.    759.
2025      690.    627.    621.    651.    679.    724.    772.    752.    828.    833.    837.    760.
2026      689.    625.    624.    651.    680.    723.    772.    752.    828.    832.    837.    760.
2027      689.    625.    684.    715.    745.    793.    846.    823.    906.    909.    915.    832.
   2    4  UFV
2023                                                        2.      2.      2.      2.      3.      3.
2024        2.      2.      2.      2.      2.      1.      2.      2.      2.      2.      3.      3.
2025        2.      2.      2.      1.      2.      1.      2.      2.      2.      2.      3.      3.
2026        2.      2.      2.      1.      2.      1.      2.      2.      2.      2.      3.      3.
2027        2.      2.      2.      2.      2.      1.      2.      2.      2.      2.      3.      3.
   2    5  PCH MMGD
2023                                                      9.94    8.85    9.30    9.94    8.82    8.34
2024      8.98    7.86    8.02    7.69    7.37    9.46   10.26    9.14    9.30    9.94    8.82    8.34
2025      8.98    7.86    8.02    7.69    7.37    9.46   10.26    9.14    9.30    9.94    8.82    8.34
2026      8.98    7.86    8.02    7.69    7.37    9.46   10.26    9.14    9.30    9.94    8.82    8.34
2027      8.98    7.86    8.02    7.69    7.37    9.46   10.26    9.14    9.30    9.94    8.82    8.34
   2    6  PCT MMGD
2023                                                     34.25   34.25   28.04   28.04   28.04   28.04
2024     28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04
2025     28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04
2026     28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04
2027     28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04   28.04
   2    7  EOL MMGD
2023                                                      0.13    0.14    0.14    0.13    0.13    0.13
2024      0.12    0.11    0.12    0.10    0.12    0.13    0.13    0.14    0.14    0.13    0.13    0.13
2025      0.12    0.11    0.12    0.10    0.12    0.13    0.13    0.14    0.14    0.13    0.13    0.13
2026      0.12    0.11    0.12    0.10    0.12    0.13    0.13    0.14    0.14    0.13    0.13    0.13
2027      0.12    0.11    0.12    0.10    0.12    0.13    0.13    0.14    0.14    0.13    0.13    0.13
   2    8  UFV MMGD
2023                                                     691.1   819.0   642.9   708.7   795.6   808.0
2024     793.1   798.6   776.0   709.7   597.1   536.4   572.3   681.4   642.8   708.7   795.6   808.0
2025     793.1   798.6   776.0   709.7   597.1   536.4   572.3   681.4   642.8   708.7   795.6   808.0
2026     793.1   798.6   776.1   709.7   597.1   536.4   572.3   681.4   642.8   708.7   795.6   808.0
2027     793.1   798.6   776.1   709.7   597.1   536.3   572.3   681.4   642.8   708.7   795.6   808.0
   3    1  PCH
2023                                                       73.     77.     68.     64.     87.     99.
2024       75.     80.     83.     84.     78.     74.     73.     77.     68.     71.     94.    107.
2025       81.     87.     90.     92.     85.     81.     80.     85.     75.     71.     94.    107.
2026       81.     87.     90.     92.     85.     81.     80.     85.     75.     71.     94.    107.
2027       81.     87.     90.     92.     85.     81.     80.     85.     75.     70.     94.    107.
   3    2  PCT
2023                                                      336.    374.    439.    470.    458.    458.
2024      480.    419.    400.    350.    346.    344.    341.    379.    446.    472.    461.    460.
2025      482.    419.    400.    350.    346.    344.    341.    380.    446.    472.    461.    460.
2026      482.    419.    400.    350.    346.    344.    341.    380.    446.    473.    461.    460.
2027      483.    419.    400.    350.    346.    344.    341.    379.    446.    473.    461.    460.
   3    3  EOL
2023                                                    12526.  14243.  14337.  13318.  10393.   9883.
2024     9014.   7647.   7937.   8783.  10770.  12650.  15291.  17247.  17072.  15430.  12013.  11369.
2025    10312.   8830.   9198.  10101.  12591.  14583.  17357.  19572.  19067.  17068.  13230.  12389.
2026    11245.   9457.   9555.  10483.  12726.  14683.  17482.  19918.  19419.  17402.  13485.  12628.
2027    11404.   9584.   9682.  10609.  12896.  14855.  17739.  19928.  19448.  17445.  13485.  12618.
   3    4  UFV
2023                                                     1205.   1327.   1577.   1474.   1366.   1446.
2024     1433.   1534.   1631.   1775.   1741.   1811.   1834.   2218.   2574.   2581.   2421.   2508.
2025     2527.   2694.   2691.   2921.   2794.   2811.   2813.   3144.   3657.   3347.   3067.   3189.
2026     3489.   3595.   3496.   3756.   3557.   3607.   3598.   3892.   4621.   4297.   4072.   4262.
2027     4139.   4287.   4170.   4274.   4102.   4175.   4073.   4454.   5014.   4545.   4189.   4371.
   3    5  PCH MMGD
2023                                                      0.09    0.09    0.07    0.07    0.07    0.08
2024      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
2025      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
2026      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
2027      0.07    0.07    0.06    0.06    0.06    0.09    0.09    0.09    0.07    0.07    0.07    0.08
   3    6  PCT MMGD
2023                                                      7.65    7.65    7.79    7.79    7.79    7.79
2024      7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79
2025      7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79
2026      7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79
2027      7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79    7.79
   3    7  EOL MMGD
2023                                                      9.37   10.04   10.21    9.04    8.20    7.03
2024      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
2025      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
2026      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
2027      6.53    6.53    5.36    6.19    7.53    8.70    9.37   10.04   10.21    9.04    8.20    7.03
   3    8  UFV MMGD
2023                                                     576.3   642.6   615.5   613.9   608.3   588.7
2024     575.2   587.5   593.8   549.4   518.3   498.0   518.5   577.8   615.5   613.9   608.3   588.7
2025     575.2   587.5   593.8   549.4   518.3   498.0   518.5   577.8   615.5   613.9   608.3   588.8
2026     575.2   587.5   593.8   549.4   518.3   497.9   518.5   577.8   615.5   613.9   608.3   588.8
2027     575.2   587.5   593.8   549.4   518.3   497.9   518.5   577.8   615.5   613.9   608.3   588.8
   4    1  PCH
2023                                                      109.    102.    100.    109.    129.    149.
2024      153.    167.    171.    156.    135.    120.    109.    102.    100.    109.    129.    149.
2025      153.    167.    171.    156.    135.    120.    109.    102.    100.    113.    134.    155.
2026      159.    174.    178.    162.    140.    125.    113.    108.    105.    115.    136.    157.
2027      162.    177.    181.    165.    143.    127.    115.    108.    105.    115.    136.    157.
   4    2  PCT
2023                                                      200.    208.    207.    171.    202.    177.
2024      176.    197.    196.    198.    211.    199.    200.    208.    207.    171.    202.    177.
2025      176.    197.    196.    198.    211.    199.    200.    208.    207.    171.    202.    177.
2026      176.    197.    196.    198.    211.    199.    200.    208.    207.    171.    202.    177.
2027      176.    197.    196.    198.    211.    198.    200.    208.    207.    171.    202.    177.
   4    3  EOL
2023                                                      161.    253.    331.    316.    285.    275.
2024      173.    143.     90.     91.     91.    130.    161.    254.    330.    316.    285.    275.
2025      173.    144.     90.     90.     91.    130.    161.    254.    330.    316.    285.    275.
2026      173.    143.     91.     90.     90.    131.    161.    254.    330.    316.    285.    275.
2027      172.    143.     91.     90.     90.    131.    161.    254.    330.    316.    285.    275.
   4    4  UFV
2023                                                        1.      1.      1.      1.      1.      1.
2024        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
2025        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
2026        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
2027        1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.      1.
   4    5  PCH MMGD
2023                                                      0.00    0.00    0.00    0.00    0.00    0.00
2024      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2025      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2026      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
2027      0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
   4    6  PCT MMGD
2023                                                      2.29    2.29    2.29    2.29    2.29    2.29
2024      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
2025      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
2026      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
2027      2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29    2.29
   4    7  EOL MMGD
2023                                                      0.01    0.01    0.01    0.01    0.01    0.01
2024      0.01    0.00    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
2025      0.01    0.00    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
2026      0.01    0.00    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
2027      0.01    0.00    0.01    0.00    0.01    0.01    0.01    0.01    0.01    0.01    0.01    0.01
   4    8  UFV MMGD
2023                                                     240.2   260.7   233.1   217.6   206.0   194.0
2024     188.3   192.6   193.3   196.3   203.1   214.9   219.6   237.3   233.1   217.5   206.0   194.0
2025     188.3   192.6   193.3   196.3   203.1   214.9   219.6   237.3   233.1   217.5   206.0   194.0
2026     188.3   192.6   193.3   196.3   203.1   214.9   219.6   237.3   233.1   217.6   206.0   194.0
2027     188.3   192.6   193.3   196.3   203.1   214.9   219.6   237.3   233.1   217.6   206.0   194.0
 999
